backend_converter.convert_to_target:INFO:2025-06-29 04:25:21,086: Gate rzz is found but the fractional gates are disabled for this backend. This gate is excluded from the backend Target.
backend_converter.convert_to_target:INFO:2025-06-29 04:25:21,087: Gate rx is found but the fractional gates are disabled for this backend. This gate is excluded from the backend Target.
base_primitive._run:INFO:2025-06-29 04:25:27,873: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:32:22,780: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:32:29,175: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:32:35,306: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:32:47,894: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:32:54,062: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:33:00,182: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:33:07,044: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:33:13,228: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:33:19,174: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:33:25,389: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:33:31,961: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:33:38,422: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:33:44,140: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:33:50,191: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:33:56,796: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:34:02,840: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:34:09,132: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:34:15,581: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:34:22,075: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:34:28,793: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:34:35,854: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:34:41,952: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:34:48,235: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:34:54,686: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:35:00,772: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:35:07,145: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:35:13,405: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:35:19,498: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:35:25,689: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:35:31,916: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:35:38,178: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:35:44,446: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:35:51,300: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:35:57,499: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:36:03,896: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:36:10,285: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:36:16,337: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:36:23,596: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:36:30,418: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:36:36,549: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:36:43,025: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:36:49,193: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:36:55,478: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:37:01,724: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:37:07,864: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:37:14,143: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:37:19,911: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:37:25,891: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:37:32,182: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:37:38,492: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:37:44,439: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:37:50,677: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:37:57,022: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:38:03,505: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:38:09,924: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:38:16,283: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:38:23,037: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:38:30,204: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:38:37,065: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:38:43,739: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:38:50,069: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:38:56,109: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:39:02,269: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:39:08,503: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:39:14,757: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:39:21,302: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:39:27,582: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:39:35,124: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:39:41,581: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:39:47,619: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:39:53,973: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:40:00,437: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:40:06,470: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:40:12,402: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:40:18,775: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:40:24,894: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:40:31,335: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:40:37,489: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:40:43,538: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:40:53,559: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:40:59,913: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:41:06,370: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:41:12,514: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:41:18,447: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:41:25,100: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:41:30,937: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:41:36,996: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:41:43,033: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:41:49,794: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:41:56,136: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:42:02,794: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:42:09,249: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:42:15,187: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:42:21,329: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:42:27,785: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:42:34,749: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:42:40,802: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:42:47,142: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:42:53,183: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
base_primitive._run:INFO:2025-06-29 04:42:59,320: Submitting job using options {'options': {'default_shots': 1000, 'seed_estimator': 42, 'dynamical_decoupling': {'enable': True}}, 'version': 2, 'support_qiskit': True, 'resilience_level': 0}
